# schema=1
# from_map	from_x	from_y	to_map	to_x	to_y	one_way	gated	reserved	source
prt_fild09	383	223	moc_fild01	25	242	0	0	0	npc/re/warps/fields/prontera_fild.txt:96
prt_fild09	383	251	moc_fild01	25	242	0	0	0	npc/re/warps/fields/prontera_fild.txt:97
prt_fild10	20	122	prt_fild11	359	111	0	0	0	npc/re/warps/fields/prontera_fild.txt:101
prt_fild10	20	196	prt_fild11	358	184	0	0	0	npc/re/warps/fields/prontera_fild.txt:102
prt_fild10	227	299	gef_fild02	266	21	0	0	0	npc/re/warps/fields/prontera_fild.txt:103
prt_fild10	339	126	prt_fild09	17	133	0	0	0	npc/re/warps/fields/prontera_fild.txt:106
prt_fild11	17	281	gef_fild11	374	293	0	0	0	npc/re/warps/fields/prontera_fild.txt:107
prt_fild11	302	301	gef_fild03	312	19	0	0	0	npc/re/warps/fields/prontera_fild.txt:108
prt_fild11	361	184	prt_fild10	23	196	0	0	0	npc/re/warps/fields/prontera_fild.txt:109
prt_fild11	362	111	prt_fild10	23	122	0	0	0	npc/re/warps/fields/prontera_fild.txt:110
prt_monk	22	248	prt_fild03	368	256	0	0	0	npc/re/warps/fields/prontera_fild.txt:147
prt_monk	245	106	monk_in	98	30	0	0	0	npc/re/warps/fields/prontera_fild.txt:148
prt_monk	245	137	monk_in	98	183	0	0	0	npc/re/warps/fields/prontera_fild.txt:149
que_rachel	27	299	que_rachel	275	328	0	0	0	npc/re/warps/cities/rachel.txt:133
que_rachel	130	93	que_rachel	239	258	0	0	0	npc/re/warps/cities/rachel.txt:128
que_rachel	206	93	que_rachel	312	258	0	0	0	npc/re/warps/cities/rachel.txt:129
que_rachel	239	253	que_rachel	130	88	0	0	0	npc/re/warps/cities/rachel.txt:131
que_rachel	275	332	que_rachel	27	305	0	0	0	npc/re/warps/cities/rachel.txt:130
que_rachel	312	253	que_rachel	206	88	0	0	0	npc/re/warps/cities/rachel.txt:132
que_sign01	45	15	niflheim	146	245	1	0	0	npc/re/warps/other/sign.txt:54
que_sign01	113	132	nif_in	117	173	1	0	0	npc/re/warps/other/sign.txt:52
que_sign02	22	313	niflheim	30	156	1	0	0	npc/re/warps/other/sign.txt:56
ra_fild01	233	333	ice_dun01	157	15	1	0	0	npc/re/warps/fields/rachel_fild.txt:36
ra_fild01	306	38	ra_fild04	322	371	0	0	0	npc/re/warps/fields/rachel_fild.txt:37
ra_fild03	374	168	ra_fild04	29	176	0	0	0	npc/re/warps/fields/rachel_fild.txt:48
ra_fild04	23	176	ra_fild03	370	172	0	0	0	npc/re/warps/fields/rachel_fild.txt:47
ra_fild04	263	54	ra_fild08	287	365	0	0	0	npc/re/warps/fields/rachel_fild.txt:43
ra_fild04	322	378	ra_fild01	306	43	0	0	0	npc/re/warps/fields/rachel_fild.txt:38
ra_fild04	362	351	ra_fild05	39	353	0	0	0	npc/re/warps/fields/rachel_fild.txt:39
ra_fild05	33	353	ra_fild04	356	351	0	0	0	npc/re/warps/fields/rachel_fild.txt:40
ra_fild05	348	274	ra_fild06	24	277	0	0	0	npc/re/warps/fields/rachel_fild.txt:49
ra_fild06	19	277	ra_fild05	341	273	0	0	0	npc/re/warps/fields/rachel_fild.txt:50
ra_fild06	294	21	lhz_fild01	296	376	0	0	0	npc/re/warps/fields/rachel_fild.txt:51
ra_fild08	165	29	ra_fild12	149	369	0	0	0	npc/re/warps/fields/rachel_fild.txt:54
ra_fild08	287	370	ra_fild04	263	60	0	0	0	npc/re/warps/fields/rachel_fild.txt:44
ra_fild12	36	225	rachel	270	125	0	0	0	npc/re/warps/fields/rachel_fild.txt:53
ra_fild12	149	374	ra_fild08	165	36	0	0	0	npc/re/warps/fields/rachel_fild.txt:55
ra_in01	109	385	ra_in01	174	370	0	0	0	npc/re/warps/cities/rachel.txt:105
ra_in01	126	334	ra_in01	169	369	0	0	0	npc/re/warps/cities/rachel.txt:106
ra_in01	135	286	rachel	216	164	0	0	0	npc/re/warps/cities/rachel.txt:87
ra_in01	136	189	ra_in01	179	189	0	0	0	npc/re/warps/cities/rachel.txt:97
ra_in01	165	369	ra_in01	122	334	0	0	0	npc/re/warps/cities/rachel.txt:64
ra_in01	171	355	rachel	42	82	0	0	0	npc/re/warps/cities/rachel.txt:88
ra_in01	172	392	rachel	42	114	0	0	0	npc/re/warps/cities/rachel.txt:89
ra_in01	175	189	ra_in01	132	189	0	0	0	npc/re/warps/cities/rachel.txt:55
ra_in01	178	370	ra_in01	113	385	0	0	0	npc/re/warps/cities/rachel.txt:63
ra_in01	181	202	rachel	61	38	0	0	0	npc/re/warps/cities/rachel.txt:83
ra_in01	183	31	ra_in01	239	21	0	0	0	npc/re/warps/cities/rachel.txt:99
ra_in01	185	303	ra_in01	194	249	0	0	0	npc/re/warps/cities/rachel.txt:66
ra_in01	188	189	ra_in01	263	144	0	0	0	npc/re/warps/cities/rachel.txt:53
ra_in01	192	152	rachel	90	193	0	0	0	npc/re/warps/cities/rachel.txt:92
ra_in01	194	245	ra_in01	190	302	0	0	0	npc/re/warps/cities/rachel.txt:108
ra_in01	197	312	ra_in01	245	299	0	0	0	npc/re/warps/cities/rachel.txt:107
ra_in01	213	79	rachel	108	195	0	0	0	npc/re/warps/cities/rachel.txt:93
ra_in01	221	380	ra_in01	287	371	0	0	0	npc/re/warps/cities/rachel.txt:101
ra_in01	231	189	ra_in01	292	144	0	0	0	npc/re/warps/cities/rachel.txt:96
ra_in01	235	21	ra_in01	187	31	0	0	0	npc/re/warps/cities/rachel.txt:57
ra_in01	237	202	rachel	81	38	0	0	0	npc/re/warps/cities/rachel.txt:82
ra_in01	241	299	ra_in01	193	312	0	0	0	npc/re/warps/cities/rachel.txt:65
ra_in01	244	189	ra_in01	291	189	0	0	0	npc/re/warps/cities/rachel.txt:56
ra_in01	249	262	rachel	83	73	0	0	0	npc/re/warps/cities/rachel.txt:90
ra_in01	250	38	rachel	217	60	0	0	0	npc/re/warps/cities/rachel.txt:84
ra_in01	259	144	ra_in01	184	189	0	0	0	npc/re/warps/cities/rachel.txt:95
ra_in01	287	189	ra_in01	240	189	0	0	0	npc/re/warps/cities/rachel.txt:98
ra_in01	291	371	ra_in01	225	380	0	0	0	npc/re/warps/cities/rachel.txt:59
ra_in01	295	348	rachel	179	215	0	0	0	npc/re/warps/cities/rachel.txt:85
ra_in01	296	144	ra_in01	235	189	0	0	0	npc/re/warps/cities/rachel.txt:54
ra_in01	297	59	ra_in01	339	116	0	0	0	npc/re/warps/cities/rachel.txt:68
ra_in01	309	70	rachel	108	175	0	0	0	npc/re/warps/cities/rachel.txt:135
ra_in01	312	374	ra_in01	359	374	0	0	0	npc/re/warps/cities/rachel.txt:58
ra_in01	314	62	ra_in01	361	61	0	0	0	npc/re/warps/cities/rachel.txt:109
ra_in01	319	303	ra_in01	381	320	0	0	0	npc/re/warps/cities/rachel.txt:62
ra_in01	330	296	ra_in01	371	255	0	0	0	npc/re/warps/cities/rachel.txt:103
ra_in01	339	120	ra_in01	297	63	0	0	0	npc/re/warps/cities/rachel.txt:110
ra_in01	339	193	rachel	98	238	0	0	0	npc/re/warps/cities/rachel.txt:86
ra_in01	355	374	ra_in01	308	374	0	0	0	npc/re/warps/cities/rachel.txt:100
ra_in01	357	61	ra_in01	310	62	0	0	0	npc/re/warps/cities/rachel.txt:67
ra_in01	367	255	ra_in01	326	296	0	0	0	npc/re/warps/cities/rachel.txt:61
ra_in01	375	109	rachel	116	154	0	0	0	npc/re/warps/cities/rachel.txt:137
ra_in01	381	200	ra_in01	377	268	0	0	0	npc/re/warps/cities/rachel.txt:60
ra_in01	381	268	ra_in01	387	200	0	0	0	npc/re/warps/cities/rachel.txt:102
ra_in01	381	324	ra_in01	319	299	0	0	0	npc/re/warps/cities/rachel.txt:104
ra_in01	386	39	rachel	115	144	0	0	0	npc/re/warps/cities/rachel.txt:91
ra_temin	27	299	ra_temin	275	328	0	0	0	npc/re/warps/cities/rachel.txt:116
ra_temin	130	93	ra_temin	239	258	0	0	0	npc/re/warps/cities/rachel.txt:70
ra_temin	169	18	ra_temple	119	175	1	0	0	npc/re/warps/cities/rachel.txt:112
ra_temin	206	93	ra_temin	312	258	0	0	0	npc/re/warps/cities/rachel.txt:71
ra_temin	239	253	ra_temin	130	88	0	0	0	npc/re/warps/cities/rachel.txt:114
ra_temin	275	243	ra_temin	131	131	0	0	0	npc/re/warps/cities/rachel.txt:141
ra_temin	275	332	ra_temin	27	305	0	0	0	npc/re/warps/cities/rachel.txt:72
ra_temin	312	253	ra_temin	206	88	0	0	0	npc/re/warps/cities/rachel.txt:115
ra_temple	120	22	rachel	150	243	0	0	0	npc/re/warps/cities/rachel.txt:80
ra_temsky	62	139	ra_temsky	91	143	0	0	0	npc/re/warps/cities/rachel.txt:122
ra_temsky	87	143	ra_temsky	58	139	0	0	0	npc/re/warps/cities/rachel.txt:78
ra_temsky	99	8	ra_temin	275	231	1	0	0	npc/re/warps/cities/rachel.txt:118
ra_temsky	99	118	ra_temsky	99	140	0	0	0	npc/re/warps/cities/rachel.txt:76
ra_temsky	99	135	ra_temsky	99	113	0	0	0	npc/re/warps/cities/rachel.txt:120
ra_temsky	112	143	ra_temsky	141	139	0	0	0	npc/re/warps/cities/rachel.txt:77
ra_temsky	137	139	ra_temsky	109	143	0	0	0	npc/re/warps/cities/rachel.txt:121
rachel	42	87	ra_in01	171	359	0	0	0	npc/re/warps/cities/rachel.txt:46
rachel	42	109	ra_in01	171	388	0	0	0	npc/re/warps/cities/rachel.txt:47
rachel	61	33	ra_in01	181	198	0	0	0	npc/re/warps/cities/rachel.txt:41
rachel	81	33	ra_in01	237	198	0	0	0	npc/re/warps/cities/rachel.txt:40
rachel	83	78	ra_in01	249	266	0	0	0	npc/re/warps/cities/rachel.txt:48
rachel	90	189	ra_in01	192	148	0	0	0	npc/re/warps/cities/rachel.txt:50
rachel	103	240	ra_in01	343	193	0	0	0	npc/re/warps/cities/rachel.txt:44
rachel	105	171	ra_in01	309	65	0	0	0	npc/re/warps/cities/rachel.txt:136
rachel	108	200	ra_in01	213	83	0	0	0	npc/re/warps/cities/rachel.txt:51
rachel	115	149	ra_in01	386	43	0	0	0	npc/re/warps/cities/rachel.txt:49
rachel	116	158	ra_in01	375	114	0	0	0	npc/re/warps/cities/rachel.txt:138
rachel	130	21	ve_fild02	195	377	0	0	0	npc/re/warps/cities/rachel.txt:126
rachel	150	249	ra_temple	120	30	0	0	0	npc/re/warps/cities/rachel.txt:38
rachel	179	220	ra_in01	295	352	0	0	0	npc/re/warps/cities/rachel.txt:43
rachel	180	115	s_atelier	131	72	0	0	0	npc/re/warps/other/s_workshop.txt:36
rachel	216	160	ra_in01	135	282	0	0	0	npc/re/warps/cities/rachel.txt:45
rachel	217	55	ra_in01	250	34	0	0	0	npc/re/warps/cities/rachel.txt:42
rachel	275	125	ra_fild12	40	226	0	0	0	npc/re/warps/cities/rachel.txt:125
s_atelier	9	119	prontera	269	108	0	0	0	npc/re/warps/other/s_workshop.txt:41
s_atelier	19	79	lighthalzen	41	58	0	0	0	npc/re/warps/other/s_workshop.txt:44
s_atelier	31	128	s_atelier	76	125	0	0	0	npc/re/warps/other/s_workshop.txt:42
s_atelier	32	65	s_atelier	80	59	0	0	0	npc/re/warps/other/s_workshop.txt:46
s_atelier	76	128	s_atelier	28	128	0	0	0	npc/re/warps/other/s_workshop.txt:43
s_atelier	80	66	s_atelier	32	56	0	0	0	npc/re/warps/other/s_workshop.txt:47
s_atelier	107	122	yuno	274	66	0	0	0	npc/re/warps/other/s_workshop.txt:51
s_atelier	109	129	s_atelier	159	125	0	0	0	npc/re/warps/other/s_workshop.txt:48
s_atelier	117	71	s_atelier	169	72	0	0	0	npc/re/warps/other/s_workshop.txt:38
s_atelier	131	75	rachel	180	118	0	0	0	npc/re/warps/other/s_workshop.txt:37
s_atelier	160	130	s_atelier	114	129	0	0	0	npc/re/warps/other/s_workshop.txt:49
s_atelier	166	72	s_atelier	117	68	0	0	0	npc/re/warps/other/s_workshop.txt:39
splendide	275	390	bif_fild01	316	50	0	0	0	npc/re/warps/fields/bif_fild.txt:36
um_in	11	18	umbala	111	121	0	0	0	npc/re/warps/other/sign.txt:50
um_in	33	18	um_in	89	11	0	0	0	npc/re/warps/other/sign.txt:46
um_in	89	9	um_in	33	16	0	0	0	npc/re/warps/other/sign.txt:47
umbala	106	285	yggdrasil01	39	63	1	0	0	npc/re/warps/cities/yggdrasil.txt:39
umbala	107	118	um_in	15	20	0	0	0	npc/re/warps/other/sign.txt:49
ve_fild01	184	20	ve_fild04	174	334	0	0	0	npc/re/warps/fields/veins_fild.txt:38
ve_fild01	350	92	ve_fild02	78	133	0	0	0	npc/re/warps/fields/veins_fild.txt:41
ve_fild01	366	267	ve_fild02	36	263	0	0	0	npc/re/warps/fields/veins_fild.txt:37
ve_fild02	31	263	ve_fild01	361	267	0	0	0	npc/re/warps/fields/veins_fild.txt:45
ve_fild02	73	133	ve_fild01	345	92	0	0	0	npc/re/warps/fields/veins_fild.txt:46
ve_fild02	195	382	rachel	130	25	0	0	0	npc/re/warps/fields/veins_fild.txt:44
ve_fild03	355	223	ve_fild04	49	249	0	0	0	npc/re/warps/fields/veins_fild.txt:47
ve_fild04	44	249	ve_fild03	350	220	0	0	0	npc/re/warps/fields/veins_fild.txt:50
ve_fild04	115	50	ve_fild06	80	183	0	0	0	npc/re/warps/fields/veins_fild.txt:51
ve_fild04	174	339	ve_fild01	184	25	0	0	0	npc/re/warps/fields/veins_fild.txt:49
ve_fild06	81	177	ve_fild04	115	55	0	1	0	npc/re/warps/fields/veins_fild.txt:60
ve_fild06	81	177	ve_fild04	115	55	0	0	0	npc/re/warps/fields/veins_fild.txt:69
ve_fild06	81	177	ve_fild05	354	191	1	1	0	npc/re/warps/fields/veins_fild.txt:62
ve_fild06	153	220	veins	218	355	1	0	0	npc/re/warps/fields/veins_fild.txt:54
ve_fild07	147	371	veins	146	28	1	0	0	npc/re/warps/fields/veins_fild.txt:66
veins	257	256	job3_guil01	9	93	0	0	0	npc/re/warps/other/jobquests.txt:45
yggdrasil01	26	193	yggdrasil01	269	53	0	0	0	npc/re/warps/cities/yggdrasil.txt:46
yggdrasil01	249	262	nif_fild01	315	66	1	0	0	npc/re/warps/cities/yggdrasil.txt:42
yggdrasil01	271	51	yggdrasil01	26	196	0	0	0	npc/re/warps/cities/yggdrasil.txt:45
yuno	278	66	s_atelier	111	122	0	0	0	npc/re/warps/other/s_workshop.txt:50
yuno_fild01	26	246	yuno_fild12	373	239	0	0	0	npc/re/warps/fields/yuno_fild.txt:52
yuno_fild01	70	378	yuno_fild09	70	19	0	0	0	npc/re/warps/fields/yuno_fild.txt:62
yuno_fild01	208	17	aldebaran	140	242	0	0	0	npc/re/warps/fields/yuno_fild.txt:86
yuno_fild01	286	368	yuno_fild09	280	30	0	0	0	npc/re/warps/fields/yuno_fild.txt:64
yuno_fild02	18	337	yuno_fild03	381	331	0	0	0	npc/re/warps/fields/yuno_fild.txt:42
yuno_fild02	70	23	yuno_fild08	74	374	0	0	0	npc/re/warps/fields/yuno_fild.txt:77
yuno_fild02	117	375	hu_fild04	122	35	0	0	0	npc/re/warps/fields/yuno_fild.txt:97
yuno_fild02	294	24	yuno_fild08	286	384	0	0	0	npc/re/warps/fields/yuno_fild.txt:79
yuno_fild03	19	79	yuno_fild04	373	84	0	0	0	npc/re/warps/fields/yuno_fild.txt:44
yuno_fild03	20	155	yuno_fild04	373	150	0	0	0	npc/re/warps/fields/yuno_fild.txt:46
yuno_fild03	32	139	mag_dun01	126	68	1	0	0	npc/re/warps/fields/yuno_fild.txt:49
yuno_fild03	179	15	yuno_fild07	179	352	0	0	0	npc/re/warps/fields/yuno_fild.txt:75
yuno_fild03	215	382	yuno_fild06	218	33	0	0	0	npc/re/warps/fields/yuno_fild.txt:93
yuno_fild03	383	331	yuno_fild02	20	337	0	0	0	npc/re/warps/fields/yuno_fild.txt:43
yuno_fild04	231	288	yuno	158	17	1	0	0	npc/re/warps/fields/yuno_fild.txt:48
yuno_fild04	375	84	yuno_fild03	21	79	0	0	0	npc/re/warps/fields/yuno_fild.txt:45
yuno_fild04	375	150	yuno_fild03	22	155	0	0	0	npc/re/warps/fields/yuno_fild.txt:47
yuno_fild06	151	370	hu_fild01	135	42	0	0	0	npc/re/warps/fields/yuno_fild.txt:98
yuno_fild06	214	27	yuno_fild03	215	375	0	0	0	npc/re/warps/fields/yuno_fild.txt:92
yuno_fild06	369	132	hu_fild04	34	126	0	0	0	npc/re/warps/fields/yuno_fild.txt:94
yuno_fild07	92	12	yuno_fild11	92	369	0	0	0	npc/re/warps/fields/yuno_fild.txt:58
yuno_fild07	179	354	yuno_fild03	179	17	0	0	0	npc/re/warps/fields/yuno_fild.txt:74
yuno_fild07	354	291	yuno_fild08	22	278	0	0	0	npc/re/warps/fields/yuno_fild.txt:69
yuno_fild07	360	72	yuno_fild08	33	58	0	0	0	npc/re/warps/fields/yuno_fild.txt:71
yuno_fild08	20	278	yuno_fild07	352	291	0	0	0	npc/re/warps/fields/yuno_fild.txt:68
yuno_fild08	31	58	yuno_fild07	358	72	0	0	0	npc/re/warps/fields/yuno_fild.txt:70
yuno_fild08	74	376	yuno_fild02	70	25	0	0	0	npc/re/warps/fields/yuno_fild.txt:76
yuno_fild08	145	21	yuno_fild12	195	371	0	0	0	npc/re/warps/fields/yuno_fild.txt:61
yuno_fild08	286	386	yuno_fild02	294	26	0	0	0	npc/re/warps/fields/yuno_fild.txt:78
yuno_fild08	376	193	yuno_fild09	21	194	0	0	0	npc/re/warps/fields/yuno_fild.txt:67
yuno_fild09	19	194	yuno_fild08	374	193	0	0	0	npc/re/warps/fields/yuno_fild.txt:66
yuno_fild09	70	17	yuno_fild01	70	376	0	0	0	npc/re/warps/fields/yuno_fild.txt:63
yuno_fild09	280	28	yuno_fild01	286	366	0	0	0	npc/re/warps/fields/yuno_fild.txt:65
yuno_fild11	92	371	yuno_fild07	92	14	0	0	0	npc/re/warps/fields/yuno_fild.txt:59
yuno_fild11	365	218	yuno_fild12	24	227	0	0	0	npc/re/warps/fields/yuno_fild.txt:57
yuno_fild11	368	361	yuno_fild12	25	338	0	0	0	npc/re/warps/fields/yuno_fild.txt:55
yuno_fild12	23	338	yuno_fild11	366	361	0	0	0	npc/re/warps/fields/yuno_fild.txt:54
yuno_fild12	24	225	yuno_fild11	363	218	0	0	0	npc/re/warps/fields/yuno_fild.txt:56
yuno_fild12	193	371	yuno_fild08	143	21	0	0	0	npc/re/warps/fields/yuno_fild.txt:60
yuno_fild12	375	239	yuno_fild01	28	246	0	0	0	npc/re/warps/fields/yuno_fild.txt:53
# dynamic
# tag	source	kind	gated	available	expression
@dynamic	npc/custom/dm_campaign/shared/dm_common.txt:191	custom_dm	1	0	warp(.@map$, .@x, .@y);
@dynamic	npc/re/warps/cities/dicastes.txt:84	dynamic	1	0	warp "dic_in01",.@xy[.@m*2],.@xy[.@m*2+1];
@dynamic	npc/re/warps/cities/izlude.txt:83	dynamic	1	0	warp(strnpcinfo(NPC_MAP), 51, 30);
@dynamic	npc/re/warps/cities/izlude.txt:100	dynamic	1	0	warp(strnpcinfo(NPC_MAP), 22, 30);
@dynamic	npc/re/warps/cities/izlude.txt:111	dynamic	1	0	warp("int_land"+strnpcinfo(NPC_NAME_HIDDEN), 85, 107);
@dynamic	npc/re/warps/cities/izlude.txt:144	dynamic	1	0	warp(.@map$, 196, 209);
@dynamic	npc/re/warps/fields/bif_fild.txt:51	dynamic	1	0	case 1: warp "mora",179,74; end;
@dynamic	npc/re/warps/fields/bif_fild.txt:52	dynamic	1	0	case 2: warp "mora",22,157; end;
@dynamic	npc/re/warps/fields/bif_fild.txt:53	dynamic	1	0	case 3: warp "mora",58,27; end;
