# GENERATED by Hercules/tools/export_quest_locations.py from npc scripts.
# quest_id	npc	map	x	y	hunt_zone	source
7135	Instructor Boya	moc_para01	25	35	prt_sewb1	npc/re/quests/eden/eden_quests.txt
7136	Instructor Boya	moc_para01	25	35	prt_sewb1	npc/re/quests/eden/eden_quests.txt
7137	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7138	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7139	Instructor Boya	moc_para01	25	35	pay_dun00	npc/re/quests/eden/eden_quests.txt
7140	Instructor Boya	moc_para01	25	35	mosk_dun01	npc/re/quests/eden/eden_quests.txt
7141	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7142	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7143	Instructor Boya	moc_para01	25	35	anthell01	npc/re/quests/eden/eden_quests.txt
7144	Instructor Boya	moc_para01	25	35	anthell01	npc/re/quests/eden/eden_quests.txt
7145	Instructor Boya	moc_para01	25	35	anthell01	npc/re/quests/eden/eden_quests.txt
7146	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7147	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7148	Instructor Boya	moc_para01	25	35	gef_fild03	npc/re/quests/eden/eden_quests.txt
7149	Instructor Boya	moc_para01	25	35	gef_fild03	npc/re/quests/eden/eden_quests.txt
7150	Instructor Boya	moc_para01	25	35	gef_fild03	npc/re/quests/eden/eden_quests.txt
7151	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7152	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7153	Instructor Boya	moc_para01	25	35	orcsdun01	npc/re/quests/eden/eden_quests.txt
7154			0	0	orcsdun01	quest_db
7155	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7156	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7157	Instructor Boya	moc_para01	25	35	beach_dun	npc/re/quests/eden/eden_quests.txt
7158	Instructor Boya	moc_para01	25	35	iz_dun04	npc/re/quests/eden/eden_quests.txt
7159	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7160	Scary Man	in_rogue	379	101		npc/re/jobs/3-2/shadow_chaser.txt
7161	Manager	s_atelier	65	123		npc/re/jobs/3-2/shadow_chaser.txt
7162	Manager	s_atelier	65	123		npc/re/jobs/3-2/shadow_chaser.txt
7163	Manager	s_atelier	65	123		npc/re/jobs/3-2/shadow_chaser.txt
7164	Blue Flame	tur_dun03	38	209		npc/re/jobs/3-2/shadow_chaser.txt
7165	????	job3_sha01	22	78		npc/re/jobs/3-2/shadow_chaser.txt
7167	Scary Man	in_rogue	379	101		npc/re/jobs/3-2/shadow_chaser.txt
7168	Scary Man	in_rogue	379	101		npc/re/jobs/3-2/shadow_chaser.txt
7169	Scary Man	in_rogue	379	101		npc/re/jobs/3-2/shadow_chaser.txt
7170	Scary Man	in_rogue	379	101		npc/re/jobs/3-2/shadow_chaser.txt
7171	Red Flame	ice_dun02	206	223		npc/re/jobs/3-2/shadow_chaser.txt
7174	Scary Man	in_rogue	379	101		npc/re/jobs/3-2/shadow_chaser.txt
7175	Red Flame	niflheim	230	276		npc/re/jobs/3-2/shadow_chaser.txt
7176	????	job3_sha01	73	80		npc/re/jobs/3-2/shadow_chaser.txt
7182	Guard Aello	mid_campin	93	114		npc/re/quests/quests_dicastes.txt
7184	Adventurer Clerk	dic_in01	42	264		npc/re/quests/quests_dicastes.txt
7185	Soldier	mid_campin	111	120		npc/re/quests/quests_dicastes.txt
7186	Shay	dic_in01	245	119		npc/re/quests/quests_dicastes.txt
7187	Shay	dic_in01	245	119		npc/re/quests/quests_dicastes.txt
7188	Walking Knit	dicastes01	207	210		npc/re/quests/quests_dicastes.txt
7189	Resting Piom	dicastes01	112	248		npc/re/quests/quests_dicastes.txt
7190	Training Galten	dicastes01	249	140		npc/re/quests/quests_dicastes.txt
7194	BK	dic_fild01	231	174		npc/re/quests/quests_dicastes.txt
7197	Shay	dic_in01	245	119		npc/re/quests/quests_dicastes.txt
7199	Secret Adjutant	dic_in01	294	276		npc/re/quests/quests_dicastes.txt
7200	Secret Adjutant	dic_in01	294	276		npc/re/quests/quests_dicastes.txt
7201	Secret Adjutant	dic_in01	294	276		npc/re/quests/quests_dicastes.txt
7202	BK	dic_fild01	231	174		npc/re/quests/quests_dicastes.txt
7203	Jarute HesLanta	dic_in01	158	188		npc/re/quests/quests_dicastes.txt
7206	Theore Set Guid	sec_in02	35	175		npc/re/quests/quests_mora.txt
7207	Stacked Boxes of Goods	dic_dun01	274	114		npc/re/quests/quests_mora.txt
7208	Cheshire	bif_fild01	335	168		npc/re/quests/quests_mora.txt
7209	Cheshire	bif_fild01	335	168		npc/re/quests/quests_mora.txt
7210	Stacked Boxes of Goods	dic_dun01	274	114		npc/re/quests/quests_mora.txt
7211	Log Tunnel	bif_fild01	161	355		npc/re/instances/HazyForest.txt
7212	Log Tunnel	bif_fild01	161	355		npc/re/instances/HazyForest.txt
7213	Log Tunnel	bif_fild01	161	355		npc/re/instances/HazyForest.txt
7214	Instructor Ur	moc_para01	23	35		npc/re/quests/eden/eden_quests.txt
7215	Dispatched Instructor	comodo	173	354	beach_dun2	npc/re/quests/eden/eden_quests.txt
7216	Dispatched Instructor	comodo	173	354	beach_dun2	npc/re/quests/eden/eden_quests.txt
7217	Instructor Romeo	um_fild01	34	280		npc/re/quests/eden/eden_quests.txt
7218	Instructor Romeo	um_fild01	34	280		npc/re/quests/eden/eden_quests.txt
7219	Instructor Ur	moc_para01	23	35		npc/re/quests/eden/eden_quests.txt
7220	Dispatched Instructor	glast_01	195	131	gl_church	npc/re/quests/eden/eden_quests.txt
7221	Dispatched Instructor	glast_01	195	131	gl_cas02	npc/re/quests/eden/eden_quests.txt
7222	Dispatched Instructor	glast_01	195	131		npc/re/quests/eden/eden_quests.txt
7223	Instructor Ur	moc_para01	23	35		npc/re/quests/eden/eden_quests.txt
7224	Dispatched Instructor	ein_fild08	172	359	ein_dun01	npc/re/quests/eden/eden_quests.txt
7225	Instructor Ur	moc_para01	23	35	ein_dun01	npc/re/quests/eden/eden_quests.txt
7226	Dispatched Instructor	ein_fild08	172	359	ein_dun01	npc/re/quests/eden/eden_quests.txt
7227	Dispatched Instructor	ein_fild08	172	359	ein_dun02	npc/re/quests/eden/eden_quests.txt
7228	Dispatched Instructor	ein_fild08	172	359		npc/re/quests/eden/eden_quests.txt
7229	Instructor Ur	moc_para01	23	35		npc/re/quests/eden/eden_quests.txt
7230	Dispatched Instructor	ice_dun01	154	13	ice_dun01	npc/re/quests/eden/eden_quests.txt
7231	Dispatched Instructor	ice_dun01	154	13	ice_dun01	npc/re/quests/eden/eden_quests.txt
7232	Dispatched Instructor	ice_dun01	154	13		npc/re/quests/eden/eden_quests.txt
7233	Instructor Ur	moc_para01	23	35		npc/re/quests/eden/eden_quests.txt
7234	Dispatched Instructor	mid_camp	212	229		npc/re/quests/eden/eden_quests.txt
7235	Dispatched Instructor	man_fild01	43	234	man_fild01	npc/re/quests/eden/eden_quests.txt
7236	Dispatched Instructor	spl_fild02	377	149	spl_fild02	npc/re/quests/eden/eden_quests.txt
7237	Dispatched Instructor	mid_camp	212	229		npc/re/quests/eden/eden_quests.txt
7238	Blacksmith Thorn	moc_para01	111	83		npc/re/quests/eden/eden_quests.txt
7240	Blacksmith Thorn	moc_para01	111	83		npc/re/quests/eden/eden_quests.txt
7242	Expert Cat	malangdo	165	223		npc/re/quests/quests_malangdo.txt
7244	Beginning Compass	malangdo	212	204		npc/re/quests/quests_malangdo.txt
7245	Beginning Compass	malangdo	212	204		npc/re/quests/quests_malangdo.txt
7246	[Meow Team] Charo	malangdo	211	203		npc/re/quests/quests_malangdo.txt
7249	Noisy Machine	malangdo	174	175		npc/re/quests/quests_malangdo.txt
7250	Cat Detective	malangdo	172	178		npc/re/quests/quests_malangdo.txt
7258	Cat Detective	malangdo	172	178		npc/re/quests/quests_malangdo.txt
7259	Expert Cat	malangdo	165	223		npc/re/quests/quests_malangdo.txt
7260	Cleanyang	mal_in02	76	63		npc/re/quests/quests_malangdo.txt
7261	Cleanyang	mal_in02	76	63		npc/re/quests/quests_malangdo.txt
7262	Cleanyang	mal_in02	76	63		npc/re/quests/quests_malangdo.txt
7263	Cleanyang	mal_in02	76	63		npc/re/quests/quests_malangdo.txt
7264	Cleanyang	mal_in02	76	63		npc/re/quests/quests_malangdo.txt
7265	Chef Nyas	mal_in02	187	58		npc/re/quests/quests_malangdo.txt
7266	Chef Nyas	mal_in02	187	58		npc/re/quests/quests_malangdo.txt
7267	Cleanyang	mal_in02	76	63		npc/re/quests/quests_malangdo.txt
7268	Cleanyang	mal_in02	76	63		npc/re/quests/quests_malangdo.txt
7269	Cleanyang	mal_in02	76	63		npc/re/quests/quests_malangdo.txt
7270	Cleanyang	mal_in02	76	63		npc/re/quests/quests_malangdo.txt
7271	Strange Pile of Sand	malangdo	133	134		npc/re/quests/quests_malangdo.txt
7272	Strange Pile of Sand	malangdo	133	134		npc/re/quests/quests_malangdo.txt
7273	Strange Pile of Sand	malangdo	133	134		npc/re/quests/quests_malangdo.txt
7274	Strange Pile of Sand	malangdo	133	134		npc/re/quests/quests_malangdo.txt
7275	Cleanyang	mal_in02	76	63		npc/re/quests/quests_malangdo.txt
7276	Chef Nyas	mal_in02	187	58		npc/re/quests/quests_malangdo.txt
7280	Chef Nyas	mal_in02	187	58		npc/re/quests/quests_malangdo.txt
7349	Revoting Manager	prt_gld	164	98		npc/re/woe-fe/invest_main.txt
7350	Rodel the Guard	malaya	266	76		npc/re/quests/quests_malaya.txt
7351	Leader Phong in Mumbaki	malaya	185	358		npc/re/quests/quests_malaya.txt
7352	Pedro the Sailor	malaya	326	68		npc/re/quests/quests_malaya.txt
7353	Old Man Nardo	malaya	181	353		npc/re/quests/quests_malaya.txt
7354	Blacksmith Pandoi	malaya	119	217		npc/re/quests/quests_malaya.txt
7355	Collection Dealer Woeon	malaya	295	171		npc/re/quests/quests_malaya.txt
7356	Talah	malaya	223	267		npc/re/quests/quests_malaya.txt
7357	Romel	malaya	224	267		npc/re/quests/quests_malaya.txt
7358	Old Man Nardo	malaya	181	353		npc/re/quests/quests_malaya.txt
7359	Pedro the Sailor	malaya	326	68		npc/re/quests/quests_malaya.txt
7360	Old Man Nardo	malaya	181	353		npc/re/quests/quests_malaya.txt
7361	Blacksmith Pandoi	malaya	119	217		npc/re/quests/quests_malaya.txt
7362	Collection Dealer Woeon	malaya	295	171		npc/re/quests/quests_malaya.txt
7363	Talah	malaya	223	267		npc/re/quests/quests_malaya.txt
7364	Romel	malaya	224	267		npc/re/quests/quests_malaya.txt
7365	Old Man Nardo	malaya	181	353		npc/re/quests/quests_malaya.txt
7366	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7367	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7368	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7369	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7370	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7371	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7372	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7373	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7374	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7375	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7376	Old Man Nardo	malaya	181	353		npc/re/quests/quests_malaya.txt
7377	Kiko in Mumbaki	ma_fild01	261	208		npc/re/quests/quests_malaya.txt
7378	Old Man Nardo	malaya	181	353		npc/re/quests/quests_malaya.txt
7379	Old Man Nardo	malaya	181	353		npc/re/quests/quests_malaya.txt
7380	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7381	Imelda	malaya	169	350		npc/re/quests/quests_malaya.txt
7382	Pedro the Sailor	malaya	326	68		npc/re/quests/quests_malaya.txt
7383	Old Man Nardo	malaya	181	353		npc/re/quests/quests_malaya.txt
7384	Blacksmith Pandoi	malaya	119	217		npc/re/quests/quests_malaya.txt
7385	Collection Dealer Woeon	malaya	295	171		npc/re/quests/quests_malaya.txt
7386	Talah	malaya	223	267		npc/re/quests/quests_malaya.txt
7387	Romel	malaya	224	267		npc/re/quests/quests_malaya.txt
7388	Maries	ma_fild01	200	190		npc/re/quests/quests_malaya.txt
7389	Lost Child	ma_fild01	251	93		npc/re/quests/quests_malaya.txt
7390	Maries	ma_fild01	200	190		npc/re/quests/quests_malaya.txt
7391	Collection Dealer Woeon	malaya	295	171	ma_fild01	npc/re/quests/quests_malaya.txt
7392	Collection Dealer Woeon	malaya	295	171		npc/re/quests/quests_malaya.txt
7393	Blacksmith Pandoi	malaya	119	217	ma_dun01	npc/re/quests/quests_malaya.txt
7394	Blacksmith Pandoi	malaya	119	217		npc/re/quests/quests_malaya.txt
7395	Pedro the Sailor	malaya	326	68		npc/re/quests/quests_malaya.txt
7396	Ghost Diwata	ma_in01	125	107		npc/re/quests/quests_malaya.txt
7397	Leader Phong in Mumbaki	malaya	185	358	ma_fild02	npc/re/quests/quests_malaya.txt
7398	Leader Phong in Mumbaki	malaya	185	358		npc/re/quests/quests_malaya.txt
7399	Ghost Diwata	ma_in01	125	107		npc/re/quests/quests_malaya.txt
7401	Pedro the Sailor	malaya	326	68		npc/re/quests/quests_malaya.txt
7402	Pedro the Sailor	malaya	326	68	ma_fild02	npc/re/quests/quests_malaya.txt
7403	Ghost Diwata	ma_in01	125	107		npc/re/quests/quests_malaya.txt
7404	Rodel the Guard	malaya	266	76	ma_fild01	npc/re/quests/quests_malaya.txt
7405	Rodel the Guard	malaya	266	76		npc/re/quests/quests_malaya.txt
7406	Dhong the Guard	ma_fild01	239	253	ma_fild01	npc/re/quests/quests_malaya.txt
7407	Kiko in Mumbaki	ma_fild01	261	208		npc/re/quests/quests_malaya.txt
7408	Dhong the Guard	ma_fild01	239	253		npc/re/quests/quests_malaya.txt
7409	Good Capre Budidai	ma_fild02	241	39	ma_fild02	npc/re/quests/quests_malaya.txt
7410	Good Capre Budidai	ma_fild02	241	39		npc/re/quests/quests_malaya.txt
7411	Traveler Fome	ecl_in01	32	52		npc/re/quests/quests_eclage.txt
7412	Traveler Litrip	ecl_in01	32	51		npc/re/quests/quests_eclage.txt
7413	Traveler Chiba	ecl_in01	35	51		npc/re/quests/quests_eclage.txt
7414	Traveler Fome	ecl_in01	32	52		npc/re/quests/quests_eclage.txt
7415	Traveler Fome	ecl_in01	32	52		npc/re/quests/quests_eclage.txt
7417	Mayor Jun Kardui	ecl_in03	41	90		npc/re/quests/quests_eclage.txt
7418	Eclage Guard	ecl_in01	82	70		npc/re/quests/quests_eclage.txt
7419	Eclage Messenger Roy	ecl_fild01	205	86		npc/re/quests/quests_eclage.txt
7420	Eclage Guard Leo	eclage	112	40		npc/re/quests/quests_eclage.txt
7421	Eclage Guard	ecl_in01	82	70		npc/re/quests/quests_eclage.txt
7423	Eclage Guard Leo	eclage	112	40		npc/re/quests/quests_eclage.txt
7424	Traveler Fome	ecl_in01	32	52		npc/re/quests/quests_eclage.txt
7425	Eclage Resident	eclage	275	294		npc/re/quests/quests_eclage.txt
7426	Resting Laphine	ecl_in03	244	57		npc/re/quests/quests_eclage.txt
7427	Traveler Fome	ecl_in01	32	52		npc/re/quests/quests_eclage.txt
7428	Eclage Guard	ecl_in01	82	70		npc/re/quests/quests_eclage.txt
7430	Eclage Messenger Roy	ecl_fild01	205	86		npc/re/quests/quests_eclage.txt
7432	Eclage Guard Leo	eclage	112	40	ecl_fild01	npc/re/quests/quests_eclage.txt
7434	Mayor Jun Kardui	ecl_in03	41	90		npc/re/quests/quests_eclage.txt
7436	Hisie	ecl_tdun04	32	35		npc/re/quests/quests_eclage.txt
7440	Eclage Guard	ecl_in01	82	70		npc/re/quests/quests_eclage.txt
7441	Hisie	ecl_tdun04	32	35		npc/re/quests/quests_eclage.txt
7442	Normal Yai	eclage	307	237		npc/re/quests/quests_eclage.txt
7444	Mayor Jun Kardui	ecl_in03	41	90		npc/re/quests/quests_eclage.txt
7445	Hisie	ecl_tdun04	32	35		npc/re/quests/quests_eclage.txt
7450	Chief of Staff	ecl_in03	245	93		npc/re/quests/quests_eclage.txt
7451	It is closed shut.	ecl_hub01	130	15		npc/re/instances/EclageInterior.txt
7453	Mayor Jun Kardui	ecl_in03	41	90		npc/re/quests/quests_eclage.txt
7471	Lumin	int_land	73	100		npc/re/jobs/novice/academy.txt
7472	Captain Carocc	izlude	198	213		npc/re/jobs/novice/academy.txt
7473	Criatura Academy Staff	izlude	122	207		npc/re/jobs/novice/academy.txt
7474	Information Staff	izlude	120	207		npc/re/jobs/novice/academy.txt
7475	Airship	izlude	179	75		npc/re/jobs/novice/academy.txt
7476	Arena	izlude	207	167		npc/re/jobs/novice/academy.txt
7477	Bulletin Board	izlude	45	94		npc/re/jobs/novice/academy.txt
7478	Therapist	iz_ac01	59	43		npc/re/jobs/novice/academy.txt
7479	Academy Student	izlude	140	249		npc/re/jobs/novice/academy.txt
7480	Guest Lecturer Mayssel	iz_ac02	52	136		npc/re/jobs/novice/academy.txt
7481	Vicente	iz_ac02	49	134		npc/re/jobs/novice/academy.txt
7482	Verkhasel	iz_ac02	55	134		npc/re/jobs/novice/academy.txt
7483	Guest Lecturer Mayssel	iz_ac02	52	136		npc/re/jobs/novice/academy.txt
7484	Vicente	iz_ac02	49	134		npc/re/jobs/novice/academy.txt
7485	Verkhasel	iz_ac02	55	134		npc/re/jobs/novice/academy.txt
7486	Vicente	iz_ac02	49	134		npc/re/jobs/novice/academy.txt
7487	Lumin	iz_ac02	62	139		npc/re/jobs/novice/academy.txt
8001	Guildsman	in_moc_16	19	33		npc/jobs/2-1/assassin.txt
8002	Guildsman	in_moc_16	19	33		npc/jobs/2-1/assassin.txt
8003	Guildsman	in_moc_16	19	33		npc/jobs/2-1/assassin.txt
8004	Guildsman	in_moc_16	19	33		npc/jobs/2-1/assassin.txt
8005	Guildsman	in_moc_16	19	33		npc/jobs/2-1/assassin.txt
8008	Guildsman	in_moc_16	19	33		npc/jobs/2-1/assassin.txt
8009	High Bishop	prt_church	16	41		npc/jobs/2-1/priest.txt
8010	High Bishop	prt_church	16	41		npc/jobs/2-1/priest.txt
8011	High Bishop	prt_church	16	41		npc/jobs/2-1/priest.txt
8012	High Bishop	prt_church	16	41		npc/jobs/2-1/priest.txt
8013	High Bishop	prt_church	16	41		npc/jobs/2-1/priest.txt
8014	High Bishop	prt_church	16	41		npc/jobs/2-1/priest.txt
8015	High Bishop	prt_church	16	41		npc/jobs/2-1/priest.txt
8016	High Bishop	prt_church	16	41		npc/jobs/2-1/priest.txt
8017	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8018	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8019	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8020	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8021	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8022	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8023	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8024	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8025	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8026	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8027	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8028	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8029	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8030	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8031	Zelmeto	ein_in01	67	242		npc/quests/quests_ein.txt
8032	Airship Captain	airplane_01	238	154		npc/quests/quests_airship.txt
8035	Airship Captain	airplane_01	238	154		npc/quests/quests_airship.txt
8036	Hallen	airplane	236	63		npc/quests/quests_airship.txt
8039	Airship Captain	airplane	236	163		npc/quests/quests_airship.txt
8040	Airship Captain	airplane	236	163		npc/quests/quests_airship.txt
8041	Airship Captain	airplane	236	163		npc/quests/quests_airship.txt
8042	Airship Captain	airplane	236	163		npc/quests/quests_airship.txt
8043	Airship Captain	airplane	236	163		npc/quests/quests_airship.txt
8044	Euslan	yuno	111	156		npc/quests/quests_hugel.txt
8049	Euslan	yuno	111	156		npc/quests/quests_hugel.txt
8052	Euslan	yuno	111	156		npc/quests/quests_hugel.txt
8053	Allen Schuwell	hu_in01	387	245		npc/quests/quests_hugel.txt
8056	Upper Drawer	hu_in01	370	255		npc/quests/quests_hugel.txt
8057	Pub Granny	hu_in01	377	106		npc/quests/quests_hugel.txt
8063	El Schatt	hugel	196	164		npc/quests/quests_hugel.txt
8064	Cellette Lavit	hu_in01	15	372		npc/quests/quests_hugel.txt
8065	Cellette Lavit	hu_in01	15	372		npc/quests/quests_hugel.txt
8066	Cellette Lavit	hu_in01	15	372		npc/quests/quests_hugel.txt
8067	Cellette Lavit	hu_in01	15	372		npc/quests/quests_hugel.txt
8068	Neha	hugel	76	134		npc/quests/quests_hugel.txt
8069	Cellette Lavit	hu_in01	15	372		npc/quests/quests_hugel.txt
8070	Cellette Lavit	hu_in01	15	372		npc/quests/quests_hugel.txt
8071	Cellette Lavit	hu_in01	15	372		npc/quests/quests_hugel.txt
8072	Cellette Lavit	hu_in01	15	372		npc/quests/quests_hugel.txt
8073	Cellette Lavit	hu_in01	15	372		npc/quests/quests_hugel.txt
8074	Cellette Lavit	hu_in01	15	372		npc/quests/quests_hugel.txt
8075	Cellette Lavit	hu_in01	15	372		npc/quests/quests_hugel.txt
8076	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8077	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8078	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8079	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8080	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8081	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8082	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8083	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8084	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8085	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8086	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8087	Klitzer	ein_in01	200	101		npc/quests/quests_ein.txt
8088	Calla	ein_in01	31	138		npc/quests/quests_ein.txt
8089	Vincent	ra_in01	384	246		npc/quests/quests_rachel.txt
8099	High Priest Zhed	ra_temin	277	159		npc/quests/quests_rachel.txt
8100	High Priest Zhed	ra_temin	277	159		npc/quests/quests_rachel.txt
8101	High Priest Zhed	ra_temin	277	159		npc/quests/quests_rachel.txt
8102	High Priest Zhed	ra_temin	277	159		npc/quests/quests_rachel.txt
8103	High Priest Zhed	ra_temin	277	159		npc/quests/quests_rachel.txt
8104	High Priest Zhed	ra_temin	277	159		npc/quests/quests_rachel.txt
8105	High Priest Zhed	ra_temin	277	159		npc/quests/quests_rachel.txt
8106	Mr. Shendar	ra_in01	250	19		npc/quests/quests_rachel.txt
8122	Grandma	rachel	266	35		npc/quests/quests_rachel.txt
8123	Einon	ayothaya	196	265		npc/quests/quests_ayothaya.txt
8124	Einon	ayothaya	196	265		npc/quests/quests_ayothaya.txt
8125	Einon	ayothaya	196	265		npc/quests/quests_ayothaya.txt
8126	Cook	ayo_in01	145	163		npc/quests/quests_ayothaya.txt
8127	Grandma	ama_test	50	93		npc/quests/quests_amatsu.txt
8128	Publisher	amatsu	223	236		npc/quests/quests_amatsu.txt
8129	Publisher	amatsu	223	236		npc/quests/quests_amatsu.txt
8130	Publisher	amatsu	223	236		npc/quests/quests_amatsu.txt
8131	Gate Soldier	amatsu	164	174		npc/quests/quests_amatsu.txt
8132	Gate Soldier	amatsu	164	174		npc/quests/quests_amatsu.txt
8135	Lord of Palace	ama_in02	200	176		npc/quests/quests_amatsu.txt
8136	Gray Wolf	mosk_dun01	167	160		npc/quests/quests_moscovia.txt
8140	Vassili Grandpapa	moscovia	206	81		npc/quests/quests_moscovia.txt
8143	Ryubaba	moscovia	213	216		npc/quests/quests_moscovia.txt
8144	Vassili Grandpapa	moscovia	206	81		npc/quests/quests_moscovia.txt
8145	Worried Mother	moscovia	166	145		npc/quests/quests_moscovia.txt
8150	Lusalka	mosk_fild02	124	202		npc/quests/quests_moscovia.txt
8151	1	mosk_dun01	45	250		npc/quests/quests_moscovia.txt
8153	Marozka	mosk_fild02	243	270		npc/quests/quests_moscovia.txt
8169	Wall	mosk_dun01	45	259		npc/quests/quests_moscovia.txt
8170	Wall	mosk_dun01	45	259		npc/quests/quests_moscovia.txt
8171	Wall	mosk_dun01	45	259		npc/quests/quests_moscovia.txt
8196	Research Official	mid_campin	376	120		npc/quests/quests_13_1.txt
8198	Research Official	mid_campin	376	120		npc/quests/quests_13_1.txt
8205	Research Official	mid_campin	376	120		npc/quests/quests_13_1.txt
8210	Research Official	mid_campin	376	120		npc/quests/quests_13_1.txt
8211	Shurank	izlude_in	82	163		npc/quests/first_class/tu_sword.txt
8212	Shurank	izlude_in	82	163		npc/quests/first_class/tu_sword.txt
8213	Shurank	izlude_in	82	163		npc/quests/first_class/tu_sword.txt
8214	Shurank	izlude_in	82	163		npc/quests/first_class/tu_sword.txt
8215	Shurank	izlude_in	82	163		npc/quests/first_class/tu_sword.txt
8218	Shurank	izlude_in	82	163		npc/quests/first_class/tu_sword.txt
8219	Shurank	izlude_in	82	163		npc/quests/first_class/tu_sword.txt
8220	Shurank	izlude_in	82	163		npc/quests/first_class/tu_sword.txt
8221	Shurank	izlude_in	82	163		npc/quests/first_class/tu_sword.txt
8228	Shurank	izlude_in	82	163		npc/quests/first_class/tu_sword.txt
8229	Guarnien	alberta_in	70	51		npc/quests/first_class/tu_merchant.txt
8230	Guarnien	alberta_in	70	51		npc/quests/first_class/tu_merchant.txt
8231	Guarnien	alberta_in	70	51		npc/quests/first_class/tu_merchant.txt
8232	Guarnien	alberta_in	70	51		npc/quests/first_class/tu_merchant.txt
8233	Guarnien	alberta_in	70	51		npc/quests/first_class/tu_merchant.txt
8235	Guarnien	alberta_in	70	51		npc/quests/first_class/tu_merchant.txt
8236	Guarnien	alberta_in	70	51		npc/quests/first_class/tu_merchant.txt
8237	Guarnien	alberta_in	70	51		npc/quests/first_class/tu_merchant.txt
8238	Guarnien	alberta_in	70	51		npc/quests/first_class/tu_merchant.txt
8239	Guarnien	alberta_in	70	51		npc/quests/first_class/tu_merchant.txt
8240	Rune Midgarts Magician	mid_camp	147	256		npc/quests/quests_13_2.txt
8241	Rune Midgarts Magician	mid_camp	147	256		npc/quests/quests_13_2.txt
8242	Rune Midgarts Magician	mid_camp	147	256		npc/quests/quests_13_2.txt
8243	Schwartzvalt Mechanic	mid_camp	197	237		npc/quests/quests_13_2.txt
8244	Arunafeltz Linguist	mid_campin	168	82		npc/quests/quests_13_2.txt
8245	Arunafeltz Linguist	mid_campin	168	82		npc/quests/quests_13_2.txt
8246	Rune Midgarts Magician	mid_camp	147	256		npc/quests/quests_13_2.txt
8247	Arunafeltz Linguist	mid_campin	168	82		npc/quests/quests_13_2.txt
8248	Schwartzvalt Mechanic	mid_camp	197	237		npc/quests/quests_13_2.txt
8249	Schwartzvalt Mechanic	mid_camp	197	237		npc/quests/quests_13_2.txt
8250	Rune Midgarts Magician	mid_camp	147	256		npc/quests/quests_13_2.txt
8251	Rune Midgarts Magician	mid_camp	147	256		npc/quests/quests_13_2.txt
